车型-列车号,故障情况,处理情况
18A01-18027,工作令号:航均-2022-11-40 18027车181593车厢2022年11月24日13：00检修人员发现8门车门外指示灯灯罩有裂纹,2022年11月24日14：00供应商株机上18027车181593车厢检查8门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18039,工作令号:航均-2022-11-41 18039车182341车厢2022年11月25日15：30检修人员发现1门车门外指示灯灯罩损坏,2022年11月25日16：30供应商株机上18039车182341车厢检查车门，发现1门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18006,工作令号:航均-2022-11-43 18006车180333车厢2022年11月26日15：00检修人员发现9门车门外指示灯灯罩有裂纹,2022年11月26日15：30供应商株机上18006车180333车厢检查9门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18035,工作令号:航均-2022-11-44 18035车182092车厢2022年11月26日14：30检修人员发现4门车门外指示灯灯罩损坏,2022年11月26日15：30供应商株机上18035车182092车厢检查车门，发现4门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18006,工作令号:航均-2022-11-43 18006车180311车厢2022年11月26日16：00检修人员发现2门开关门有异响,2022年11月26日17：00供应商上18006车180311车厢检查2门开关门有异响，发现右门页承载轮有缺口，经供应商康尼更换新的承载轮后，功能正常，列车正常。 供应商：康尼 零部件名称：承载轮 新零部件序列号：无 旧零部件序列号：无
18A01-18004,工作令号:航均-2022-11-45 18004车2022年11月27日14：00检修人员发现180202车厢8门、10门，180241车厢3门、5门车门外指示灯灯罩损坏,2022年11月27日15：00供应商株机上18004车检查车门，发现180202车厢8门、10门，180241车厢3门、5门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18049,工作令号:航均-2022-11-49 18049车182913车厢2022年11月30日14：00检修人员发现10门车门外指示灯灯罩有裂纹,2022年11月30日14：30供应商株机上18049车182913车厢检查10门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18001,工作令号:航均-2022-12-1 18001车180043车厢2022年12月1日14：00检修人员发现3门车门外指示灯灯罩有裂纹,2022年12月1日14：30供应商株机上18001车180043车厢检查3门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18045,工作令号:航均-2022-12-7 18045车182692车厢2022年12月4日13：00检修人员发现5门车门外指示灯灯罩有裂纹,2022年12月4日14：00供应商株机上18045车182692车厢检查5门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18037,工作令号:航均-2022-12-9 18037车2022年12月6日15：00检修人员发现182182车厢9门、182212车厢3门、182221车厢3门车门外指示灯灯罩损坏,2022年12月6日16：00供应商株机上18037车检查车门，发现182182车厢9门、182212车厢3门、182221车厢3门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18028,工作令号:航均-2022-12-12 18028车181631车厢2022年12月7日16：00检修人员发现8门车门外指示灯灯罩开裂,2022年12月7日17:00供应商株机上18028车181631车厢检查车门，发现8门车门外指示灯灯罩开裂，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18011,工作令号:航均-2022-12-17 18011车180661车厢2022年12月10日13：00检修人员发现9门车门外指示灯灯罩损坏,2022年12月10日14：00供应商株机上18011车180661车厢检查车门，发现9门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18031,工作令号:航均-2022-12-16 18031车181811车厢2022年12月10日13：00检修人员发现7门车门外指示灯灯罩有裂纹,2022年12月10日13：30供应商株机上18031车181811车厢检查7门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18048,工作令号:航均-2022-12-18 18048车182872车厢2022年12月11日12：00检修人员发现6门扇形板与螺栓有干涉。,2022年12月11日15：00检修人员上18048车182872车厢，检查6门扇形板与螺栓有干涉，发现6门扇形板位置有偏移，经调整6门扇形板位置后干涉消除，功能正常，列车正常。 零部件名称：扇形板 新零部件序列号：无 旧零部件序列号：无
18A01-18036,工作令号:航均-2022-12-19 18036车2022年12月11日13：00检修人员发现182122车厢5门、182161车厢1门、7门车门外指示灯灯罩损坏,2022年12月11日14：00供应商株机上18036车检查车门，发现182122车厢5门、182161车厢1门、7门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18023,工作令号:航均-2022-12-26 18023车181331车厢2022年12月16日14：00检修人员发现2门紧急解锁盖板脚扣断裂,2022年12月16日15：00检修人员上18023车181331车厢检查车门，发现2门紧急解锁盖板脚扣断裂，经检修人员重新更换新的紧急解锁盖板后，功能正常，列车正常 供应商名称：无 零部件名称：紧急解锁盖板 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18022,工作令号:航均-2022-12-36 18022车181303车厢2022年12月22日13：00检修人员发现4门车门外指示灯灯罩损坏,2022年12月22日14:00检修人员上18022车181303车厢检查车门，发现4门车门外指示灯灯罩开裂，经检修人员更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：无 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18026,工作令号:航均-2022-12-38 18026车181533车厢2022年12月24日13：00检修人员发现5门扇形板与螺栓干涉,2022年12月24日14：00供应商康尼上18026车181533车厢检查5门扇形板与螺栓干涉，发现是扇形板位置有点偏移，经供应商康尼调节扇形板位置并重新打上防松标记后，干涉消除，功能正常，列车正常 供应商名称：康尼 零部件名称：车门扇形板 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18027,工作令号:航均-2022-12-40 18027车2022年12月25日14：00检修人员发现181582车厢2门车门外指示灯灯罩有裂纹,2022年12月25日15：00供应商株机上18027车181582车厢检查2门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18003,工作令号:航均-2022-12-41 18003车2022年12月25日13：00检修人员发现180131车厢6门、180142车厢4门、180153车厢1门、180163车厢1门车门外指示灯灯罩损坏,2022年12月25日14：00供应商株机上18003车检查车门，发现180131车厢6门、180142车厢4门、180153车厢1门、180163车厢1门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18014,工作令号:航均-2023-1-5 18014车180802车厢2023年1月3日13：00检修人员发现10门车门外指示灯灯罩开裂,2023年1月3日14:00供应商株机上18014车检查车门发现180802车厢10门车门外指示灯灯罩损坏，经供应商株机重新更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18029,工作令号:航均-2023-1-8 18029车2023年1月4日9：00检修人员发现181702车厢7门181732车厢5门181741车厢3门车门外指示灯灯罩有裂纹。,2023年1月4日12：00供应商株机上18029车检查181702车厢7门181732车厢5门181741车厢3门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应的名称：株机（刘志林） 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
