车型-列车号,故障情况,处理情况
AC02-0211,工作令号：龙均-2023-2-4 02011# 01573 1门大气缸漏气,工作令号：龙均-2023-2-4 02011# 01573 1门大气缸漏气。上车检查为气管漏气，调整气管接头紧固接头后正常。 故障单编号：北-3000970 检六
AC08-0245,工作令号:龙均-2023-2-19 02045#022321 司机室通道门解锁盖板坏,工作令号:龙均-2023-2-19 02045#022321 司机室通道门解锁盖板坏，更换紧急解锁盖板后，正常。（材料为易损易耗件不做退回） 故障单编号：北-3001223 （检六）
AC08-0245,工作令号:龙均-2023-2-19 02045#022312 7车5门切除时黄灯不亮,工作令号:龙均-2023-2-19 02045#022312 7车5门切除时黄灯不亮，调整LOS限位开关后，测试后正常。 故障单编号：北-3001226 （检六）
AC08-0247,工作令号：龙均-2023-2-21 02047# 022411 司机室侧门副驾驶侧锁舌卡滞,工作令号：龙均-2023-2-21 02047# 022411 司机室侧门副驾驶侧锁舌卡滞。调整锁舌间隙后正常，开关门10次后正常。 故障单编号：北-3001239 检六
AC17B-0280,工作令号:龙均-2023-2-43 02080#024651 3门旁客室紧急拉手盖板坏,工作令号:龙均-2023-2-43 02080#024651 3门旁客室紧急拉手盖板坏，更换3门客室紧急拉手盖板共1块后，正常。（材料为易损易耗件不做退回） 故障单编号：北-3001155 （检六）
02A05-02087,工作令号：龙均-2023-3-51 02087# 025681 司机室通道门紧急解锁功能失效,工作令号：龙均-2023-3-51 02087# 025681 司机室通道门紧急解锁功能失效。经检查发现025681 司机室通道门紧急解锁手柄机构动作卡滞，传感器顶住了。调整传感器位置后开关门正常，紧急解锁功能正常。 故障单编号：北-3001110 检六
AC17A-0265,工作令号:龙均-2023-4-23 02065#023851 3门，6门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-4-23 02065#023851 3门，6门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共4个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-2005902 （检六）
AC17B-0279,工作令号：龙均-2023-4-41 02079# 024641 司机室右侧侧门门锁锁闭机构功能缺失,工作令号：龙均-2023-4-41 02079# 024641 司机室右侧侧门门锁锁闭机构功能缺失。调整门锁锁闭机构间隙后，开关门正常。 故障单编号：北-3001256 检六
AC17A-0264,工作令号:龙均-2023-4-83 02064#023771 3门锁止滚轮缓冲橡胶止档缺失,工作令号:龙均-2023-4-83 02064#023771 3门缓冲橡胶止档缺失，更换3门锁止滚轮缓冲橡胶止档共2个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001282 （检六）
AC02-0211,工作令号:龙均-2023-5-5 02011#00693 10门LED门控指示灯黄不亮,工作令号:龙均-2023-5-5 02011#00693 10门LED门控指示灯黄不亮。更换LED门控指示灯黄共1个后，测试正常。（备件物流仓库领取） 故障单编号：北-3001329 （检六）
AC02-0211,工作令号：龙均-2023-5-5 02011# 00713 客室车门2门钢丝绳断股,工作令号：龙均-2023-5-5 02011# 00713 客室车门2门钢丝绳断股。更换钢丝绳一根后，测试功能正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001334 检六
AC17A-0265,工作令号：龙均-2023-5-22 02065# 023872 5门，10门锁止滚轮橡胶缓冲止挡缺失。,工作令号：龙均-2023-5-22 02065# 023872 5门，10门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共4个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001375 （检六）
AC02-0210,工作令号:龙均-2023-5-7 02010#00653 10门LED门控指示灯黄不亮,工作令号:龙均-2023-5-7 02010#00653 10门LED门控指示灯黄不亮。更换LED门控指示灯黄后，测试正常。 故障单编号：北-3001402 检六
AC02-0210,工作令号:龙均-2023-5-7 02010# 00642 5门 00661 8门客室车门钢丝绳张力尺寸不在范围内,工作令号:龙均-2023-5-7 02010# 00642 5门 00661 8门客室车门钢丝绳张力尺寸不在范围内。调整客室车门2扇门钢丝绳张紧力至范围内，测试功能正常。 故障单编号：北-3001401 检六
02A05-02104,工作令号：龙均-2023-5-74 02104# 026993 客室车门6门 8门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围,工作令号：龙均-2023-5-74 02104# 026993 客室车门6门 8门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围。调整客室车门6门 8门车门辅助支撑滚轮位置，使滚轮和门页外侧衬条间的间隙至范围内，测试功能正常。 故障单编号：北-3001463 检六
AC08-0245,工作令号:龙均-2023-5-19 02045#022251司机室通道门解锁盖板缺失,工作令号:龙均-2023-5-19 02045#022251司机室通道门解锁盖板缺失，更换通道门解锁盖板共1块后，正常。（备件物流仓库领取）（备件为易损易耗件不做退回） 故障单编号：北-3001490 （检六）
AC17A-0264,工作令号:龙均-2023-5-82 02064#023792 3门，6门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-5-82 02064#023792 3门，6门锁止滚轮橡胶缓冲止挡缺失，更换锁止滚轮橡胶缓冲止挡共4个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001510 （检六）
AC17A-0264,工作令号:龙均-2023-5-82 02064#023771 司机室通道门松动,工作令号:龙均-2023-5-82 02064#023771 司机室通道门松动，紧固固定螺丝后，开关门多次后，正常。 故障单编号：北-3001513 （检六）
AC17A-0264,工作令号:龙均-2023-5-42 02079#024632 6门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-5-42 02079#024632 6门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001529 （检六）
AC17B-0279,工作令号：龙均-2023-5-42 02079# 024641 通道门DDU显示状态与实际状态不一致,工作令号：龙均-2023-5-42 02079# 024641 通道门DDU显示状态与实际状态不一致。调整感应开关距离后测试正常。 故障单编号：北-3001530 检六
AC17B-0280,工作令号:龙均-2023-5-44 02080#024672 3门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-5-44 02080#024672 3门锁止滚轮橡胶缓冲止挡缺失，更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001546 （检六）
AC08-0246,工作令号:龙均-2023-6-14 02046#022373 10门客室切除门时，黄灯不亮,工作令号:龙均-2023-6-14 02046#022373 10门客室切除门时，黄灯不亮，调整门切除LOS限位开关后，测试正常。 故障单编号：北-3001602 （检六）
AC02-0211,工作令号：龙均-2023-6-5 02011# 00702 客室车门2门开关过程中传动轮有异音,工作令号：龙均-2023-6-5 02011# 00702 客室车门2门开关过程中传动轮有异音。更换一个钢丝绳右侧滚轮后，测试功能正常。（备件厂方提供）（备件为新件，有合格证） 故障单编号：北-3001658 检六
AC17A-0265,工作令号:龙均-2023-6-22 02065#023883 10门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-22 02065#023883 10门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001686 （检六）
AC02-0210,工作令号:龙均-2023-6-7 02010#00622 客室门内指示灯（黄）不亮,工作令号:龙均-2023-6-7 02010#00622 客室门内指示灯（黄）不亮，更换客室门内指示灯（黄）后，测试正常。（备件物流仓库领用） 故障单编号：北-3001697 （检六）
AC02-0210,工作令号:龙均-2023-6-7 02010#01533 客室车门3门开关过程中传动轮有异声,工作令号:龙均-2023-6-7 02010#01533 客室车门3门开关过程中传动轮有异声，更换钢丝绳左侧，右侧承载轮共2个后，测试功能正常。（备件厂方提供）（备件为新件，有合格证） 故障单编号：北-3001700 （检六）
AC17B-0271,工作令号:龙均-2023-6-36 02071#024933 3门 6门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-36 02071#024933 3门 6门锁止滚轮橡胶缓冲止挡缺失，更换锁止滚轮橡胶缓冲止挡共4个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001723 （检六）
02A05-02104,工作令号：龙均-2023-6-74 02104# 027002 客室车门3门 9门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围,工作令号：龙均-2023-6-74 02104# 027002 客室车门3门 9门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围。调整客室车门3门 9门车门辅助支撑滚轮位置，使滚轮和门页外侧衬条间的间隙至范围内，测试功能正常。 故障单编号：北-3001754 检六
AC08-0245,工作令号:龙均-2023-6-19 02045#022282 6门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-19 02045#022282 6门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明）（物资编码申请中） 故障单编号：北-3001782 （检六）
AC17A-0264,工作令号:龙均-2023-6-82 02064#023803 3门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-82 02064#023803 3门锁止滚轮橡胶缓冲止挡缺失，更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明） 故障单编号：北-3001800 （检六）
AC17B-0280,工作令号:龙均-2023-6-45 02080#025293 8门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-45 02080#025293 8门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明）（北翟路基地维修） 故障单编号：北-3001828 （检六）
AC17B-0280,工作令号：龙均-2023-6-45 02080# 024651 左侧司机室侧门门锁坏,工作令号：龙均-2023-6-45 02080# 024651 左侧司机室侧门门锁坏。调整钢丝绳长度后，开关门正常。 故障单编号：北-3001827 检六
02A05-02110,工作令号：龙均-2023-6-77 02110# 027482 客室车门3门 10门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围。,工作令号：龙均-2023-6-77 02110# 027482 客室车门3门 10门车门辅助支撑滚轮和门页外侧衬条间的间隙超出范围。调整客室车门3门 10门车门辅助支撑滚轮位置，使滚轮和门页外侧衬条间的间隙至范围内，测试功能正常。（北翟路基地维修） 故障单编号：2001453 检六
AC17B-0279,工作令号:龙均-2023-6-43 02079# 024632 客室车门1门 5门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-6-43 02079# 024632 客室车门1门 5门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共4个后，正常。（备件厂方提供）（备件为新件，有合格证明）（北翟路基地维修） 故障单编号：2001481 （检六）
AC17A-0265,工作令号:龙均-2023-7-21 02065#023921 9门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-7-21 02065#023921 9门锁止滚轮橡胶缓冲止挡缺失，更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明）（北翟路基地维修） 故障单编号：2001599 （检六）
AC17A-0265,工作令号:龙均-2023-7-21 02065#023921 司机室左侧车门无法解锁,工作令号:龙均-2023-7-21 02065#023921 司机室左侧车门无法解锁，调整车门钢丝绳长度后，开关门多次后，正常。（北翟路基地维修） 故障单编号：2001600 （检六）
AC08-0245,工作令号:龙均-2023-7-18 02045#022251 022321司机室通道门紧急解锁盖板缺失,工作令号:龙均-2023-7-18 02045#022251 022321司机室通道门紧急解锁盖板缺失，更换通道门紧急解锁盖板共2块后，正常。（备件物流仓库领用）（北翟基地维修）（材料为易损易耗件不做退回） 故障单编号：2001646 （检六）
AC17B-0271,工作令号:龙均-2023-7-37 02071# 024321 1门锁止滚轮橡胶缓冲止挡缺失,工作令号:龙均-2023-7-37 02071# 024321 1门锁止滚轮橡胶缓冲止挡缺失。更换锁止滚轮橡胶缓冲止挡共2个后，正常。（备件厂方提供）（备件为新件，有合格证明）（北翟路基地维修） 故障单编号：2001668 （检六）
